file,element,sub_element,phase,species,oxidation_state,mu0_cal,mu0_kJ,name
10_Chromium.md,Chromium,Chromium,Solid,Cr,0,0.0,0.0,"Chromium, white, cubic"
10_Chromium.md,Chromium,Chromium,Solid,Cr(OH)2,+2,-140500.0,-587.852,"Hydroxide of divalent chromium, Cr(OH)2, yellow"
10_Chromium.md,Chromium,Chromium,Solid,Cr(OH)3,+3,-215300.0,-900.8152,"Chromic hydroxide, Cr(OH)3, green, hexagonal"
10_Chromium.md,Chromium,Chromium,Solid,Cr2O3,+3,-250200.0,-1046.8368,"Chromic oxide, green, orthorhombic"
10_Chromium.md,Chromium,Chromium,Solid,Cr(OH)3.nH2O,+3,-205500.0,-859.812,"Chromic hydroxide, Cr(OH)3.nH2O, green"
10_Chromium.md,Chromium,Chromium,Solid,Cr(OH)4,+4,-242380.0,-1014.1179,"Hydrated chromium dioxide or hydroxide, Cr(OH)4, brown"
10_Chromium.md,Chromium,Chromium,Dissolved,Cr(2+),+2,-42100.0,-176.1464,"Chromous ion, blue-green"
10_Chromium.md,Chromium,Chromium,Dissolved,Cr(3+),+3,-51500.0,-215.476,"Chromic ion, green"
10_Chromium.md,Chromium,Chromium,Dissolved,CrOH(2+),+3,-103000.0,-430.952,"Chromyl ion, green or violet"
10_Chromium.md,Chromium,Chromium,Dissolved,Cr(OH)2(+),+3,-148900.0,-622.9976,Chromyl ion
10_Chromium.md,Chromium,Chromium,Dissolved,CrO2(-),+3,-128090.0,-535.9286,"Chromite ion, green"
10_Chromium.md,Chromium,Chromium,Dissolved,CrO3(3-),+3,-142200.0,-594.9648,"Chromite ion, green"
10_Chromium.md,Chromium,Chromium,Dissolved,H2CrO4,+6,-189200.0,-791.6128,"Chromic acid, orange-red"
10_Chromium.md,Chromium,Chromium,Dissolved,HCrO4(-),+6,-183900.0,-769.4376,"Acid chromate ion, orange"
10_Chromium.md,Chromium,Chromium,Dissolved,CrO4(2-),+6,-176100.0,-736.8024,"Chromate ion, yellow"
10_Chromium.md,Chromium,Chromium,Dissolved,Cr2O7(2-),+6,-315400.0,-1319.6336,"Dichromate ion, orange"
10_Molybdenum.md,Molybdenum,Molybdenum,Solid,Mo,0,0.0,0.0,"Molybdenum, silvery white, b.c.cub."
10_Molybdenum.md,Molybdenum,Molybdenum,Solid,MoO2,+4,-120000.0,-502.08,"Molybdenum dioxide, brown-purple, quad."
10_Molybdenum.md,Molybdenum,Molybdenum,Solid,H2MoO4,+6,-221000.0,-924.664,"Molybdic acid (hydrated MoO3), white or yellowish, hex."
10_Molybdenum.md,Molybdenum,Molybdenum,Dissolved,Mo(3+),+3,-13800.0,-57.7392,"Molybdenous ion, dark olive-green"
10_Molybdenum.md,Molybdenum,Molybdenum,Dissolved,HMoO4(-),+6,-205420.0,-859.4773,"Acid molybdate ion, colourless"
10_Tungsten.md,Tungsten,Tungsten,Solid,W,0,0.0,0.0,"Tungsten, grey, b.c.cub. and cub."
10_Tungsten.md,Tungsten,Tungsten,Solid,WO2,+4,,,"Tungsten dioxide, brown, quad."
10_Tungsten.md,Tungsten,Tungsten,Solid,W2O5,+5,-800000.0,-3347.2,"Pentoxide, blue"
10_Tungsten.md,Tungsten,Tungsten,Solid,WO3,+6,-182170.0,-762.1993,"Tungstic anhydride or trioxide, yellow, monocl."
10_Tungsten.md,Tungsten,Tungsten,Dissolved,WO4(2-),+6,,,"Tungstic ion, colourless"
11_Manganese.md,Manganese,Manganese,Solid,Mn,0,0.0,0.0,"alpha-manganese, light grey, cub."
11_Manganese.md,Manganese,Manganese,Solid,Mn(OH)2,+2,,,"Manganous hydroxide, light pink, rhomb."
11_Manganese.md,Manganese,Manganese,Solid,MnO,+2,,,"Manganous oxide, green, cub."
11_Manganese.md,Manganese,Manganese,Solid,Mn3O4,+2.67,-306000.0,-1280.304,"Mangano-manganic oxide, brown-black, def. quad."
11_Manganese.md,Manganese,Manganese,Solid,Mn2O3,+3,,,"alpha-manganic oxide, black, cub."
11_Manganese.md,Manganese,Manganese,Solid,Mn(OH)3,+3,,,"Manganic hydroxide, brown-black, monocl."
11_Manganese.md,Manganese,Manganese,Solid,MnO2,+4,-111400.0,-466.0976,"beta-manganese dioxide ""pyrolusite"", brown-black, quad."
11_Manganese.md,Manganese,Manganese,Dissolved,Mn++,+2,-54400.0,-227.6096,"Manganous ion, pale pink"
11_Manganese.md,Manganese,Manganese,Dissolved,HMnO2-,+2,-120900.0,-505.8456,Dimanganite ion
11_Manganese.md,Manganese,Manganese,Dissolved,Mn+++,+3,-19600.0,-82.0064,Manganic ion
11_Manganese.md,Manganese,Manganese,Dissolved,MnO4--,+6,-120400.0,-503.7536,"Manganate ion, green"
11_Manganese.md,Manganese,Manganese,Dissolved,MnO4-,+7,-107400.0,-449.3616,"Permanganate ion, purple"
11_Rhenium.md,Rhenium,Rhenium,Solid,Re,0,0.0,0.0,"Rhenium, grey-white, hexagonal"
11_Rhenium.md,Rhenium,Rhenium,Solid,Re2O3 hydr.,+3,-138610.0,-579.9442,"Hydrated sesquioxide, dark brown to black"
11_Rhenium.md,Rhenium,Rhenium,Solid,ReO2,+4,-81000.0,-338.904,"Dioxide, grey-black or dark brown"
11_Rhenium.md,Rhenium,Rhenium,Solid,ReO3,+6,-127300.0,-532.6232,"Trioxide or rhenic anhydride, red or blue, cubic"
11_Rhenium.md,Rhenium,Rhenium,Solid,Re2O7,+7,-22700.0,-94.9768,"Perrhenic anhydride, yellow, monoclinic"
11_Rhenium.md,Rhenium,Rhenium,Dissolved,Re(-),-1,200.0,0.8368,"Rhenide ion, colourless"
11_Rhenium.md,Rhenium,Rhenium,Dissolved,Re(3+),+3,20755.0,86.8389,"Rhenous ion, red"
11_Rhenium.md,Rhenium,Rhenium,Dissolved,ReO4(-),+7,-167100.0,-699.1464,"Perrhenate ion, colourless"
11_Technetium.md,Technetium,Technetium,Solid,Tc,0,0.0,0.0,"Technetium, silvery grey, hex."
11_Technetium.md,Technetium,Technetium,Solid,TcO2,+4,-88290.0,-369.4054,"Technetium dioxide, brown-black"
11_Technetium.md,Technetium,Technetium,Solid,TcO3,+6,-110070.0,-460.5329,Technetium trioxide
11_Technetium.md,Technetium,Technetium,Solid,Tc2O7,+7,-222540.0,-931.1074,"Technetium heptoxide, pale yellow"
11_Technetium.md,Technetium,Technetium,Solid,HTcO4,+7,-282540.0,-1182.1474,"Pertechnetic acid or hydrated heptoxide Tc2O7·H2O, dark red"
11_Technetium.md,Technetium,Technetium,Dissolved,Tc2+,+2,18410.0,77.0274,Technetous ion
11_Technetium.md,Technetium,Technetium,Dissolved,HTcO4,+7,-150455.0,-629.5037,"Pertechnetic acid, yellow, pink or red"
11_Technetium.md,Technetium,Technetium,Dissolved,TcO4(-),+7,-100615.0,-420.9732,"Pertechnetate ion, colourless"
12_Cobalt.md,Cobalt,Cobalt,Solid,Co,0,0.0,0.0,"Cobalt, grey, hex."
12_Cobalt.md,Cobalt,Cobalt,Solid,Co(OH)2,+2,-109000.0,-456.056,"Hydrated cobaltous oxide or cobaltous hydroxide, blue (red), rhomb."
12_Cobalt.md,Cobalt,Cobalt,Solid,CoO,+2,-49000.0,-205.016,"Cobaltous oxide, grey-green, cub."
12_Cobalt.md,Cobalt,Cobalt,Solid,Co3O4,+2.67,-167835.0,-702.2216,"Cobalto-cobaltic oxide, grey-black, cub."
12_Cobalt.md,Cobalt,Cobalt,Solid,Co2O3.3H2O,+3,-285200.0,-1193.2768,"Hydrated cobaltic oxide or cobaltic hydroxide, equivalent to 2Co(OH)3, yellow-brown"
12_Cobalt.md,Cobalt,Cobalt,Solid,CoO2,+4,-11840.0,-49.5386,Cobaltic peroxide
12_Cobalt.md,Cobalt,Cobalt,Dissolved,Co(2+),+2,-12800.0,-53.5552,"Cobaltous ion, pink"
12_Cobalt.md,Cobalt,Cobalt,Dissolved,HCoO2(-),+2,-82970.0,-347.1465,"Dicobaltite ion, blue"
12_Cobalt.md,Cobalt,Cobalt,Dissolved,Co(3+),+3,28900.0,120.9176,Cobaltic ion
12_Iron.md,Iron,Iron,Solid,Fe,0,0.0,0.0,"alpha-Iron, light grey, f.c.cub."
12_Iron.md,Iron,Iron,Solid,Fe(OH)2 (hydr.),+2,-115570.0,-483.5449,"Ferrous hydroxide Fe(OH)2, white, rhomb."
12_Iron.md,Iron,Iron,Solid,Fe3O4 (anh.),"+2, +3",-242400.0,-1014.2016,"Magnetite, black, cub."
12_Iron.md,Iron,Iron,Solid,Fe2O3 (anh.),+3,-177100.0,-740.9864,"Haematite, red-brown, rhomb. or cub."
12_Iron.md,Iron,Iron,Solid,Fe(OH)3 (hydr.),+3,-166000.0,-694.544,"Ferric hydroxide Fe(OH)3, red-brown, f.c.cub."
12_Iron.md,Iron,Iron,Dissolved,Fe2+,+2,-20300.0,-84.9352,"Ferrous ion, green"
12_Iron.md,Iron,Iron,Dissolved,HFeO2(-),+2,-90627.0,-379.1834,"Dihypoferrite ion, green"
12_Iron.md,Iron,Iron,Dissolved,Fe3+,+3,-2530.0,-10.5855,"Ferric ion, colourless"
12_Iron.md,Iron,Iron,Dissolved,FeOH2+,+3,-55910.0,-233.9274,"Ferric hydroxo ion, colourless"
12_Iron.md,Iron,Iron,Dissolved,Fe(OH)2(+),+3,-106200.0,-444.3408,"Dihydroxo ferric ion, colourless"
12_Iron.md,Iron,Iron,Dissolved,FeO4(2-),+6,-111685.0,-467.29,"Ferrate ion, violet"
12_Nickel.md,Nickel,Nickel,Solid,Ni,0,0.0,0.0,"Nickel, silvery white, f.c.cub."
12_Nickel.md,Nickel,Nickel,Solid,Ni(OH)2,+2,-108300.0,-453.1272,"Hydrated nickelous oxide or nickelous hydroxide Ni(OH)2, green, rhomb."
12_Nickel.md,Nickel,Nickel,Solid,NiO,+2,-51300.0,-214.6392,"Nickelous oxide, grey, cub."
12_Nickel.md,Nickel,Nickel,Solid,Ni3O4.2H2O,+2.67,-283530.0,-1186.2895,Dihydrated nickelo-nickelic oxide Ni3O4.2H2O
12_Nickel.md,Nickel,Nickel,Solid,Ni2O3.H2O,+3,-168960.0,-706.9286,"Monohydrated nickelic oxide Ni2O3.H2O, black"
12_Nickel.md,Nickel,Nickel,Solid,NiO2.2H2O,+4,-164800.0,-689.5232,"Dihydrated nickel peroxide NiO2.2H2O, black"
12_Nickel.md,Nickel,Nickel,Dissolved,Ni2+,+2,-10900.0,-45.6056,"Nickelous ion, green"
12_Nickel.md,Nickel,Nickel,Dissolved,HNiO2(-),+2,-83650.0,-349.9916,Dinickelite ion
13_Iridium.md,Iridium,Iridium,Solid,Ir,0,0.0,0.0,"Iridium, shiny white, f.c. cub."
13_Iridium.md,Iridium,Iridium,Solid,Ir2O3 hydr.,+3,-12000.0,-50.208,"Hydrated iridium sesquioxide Ir2O3.xH2O, yellow-green to blue-black"
13_Iridium.md,Iridium,Iridium,Solid,IrO2 hydr.,+4,-28000.0,-117.152,"Hydrated iridic oxide IrO2.2H2O or iridic hydroxide Ir(OH)4, blue to black"
13_Iridium.md,Iridium,Iridium,Dissolved,Ir(3+),+3,,,Iridium(III) ion
13_Iridium.md,Iridium,Iridium,Dissolved,IrO4(2-),+6,-47000.0,-196.648,Iridate ion
13_Iridium.md,Iridium,Iridium,Dissolved,Ir(4+),+4,80000.0,334.72,Iridic ion
13_Osmium.md,Osmium,Osmium,Solid,Os,0,0.0,0.0,"Osmium, blue-grey, hex."
13_Osmium.md,Osmium,Osmium,Solid,OsO2 hydr.,+4,-50000.0,-209.2,"Hydrated osmic oxide OsO2.2H2O or osmic hydroxide Os(OH)4, black"
13_Osmium.md,Osmium,Osmium,Solid,OsO4,+8,-70700.0,-295.8088,"Osmium tetroxide, yellow, monocl."
13_Osmium.md,Osmium,Osmium,Dissolved,OsO4(2-),+6,-89250.0,-373.422,"Osmate ion, yellow to red"
13_Osmium.md,Osmium,Osmium,Dissolved,H2OsO5,+8,-126100.0,-527.6024,"""Hyperosmic"" acid, colourless"
13_Osmium.md,Osmium,Osmium,Dissolved,HOsO5(-),+8,-113000.0,-472.792,"""Dihyperosmate"" ion, orange-yellow"
13_Osmium.md,Osmium,Osmium,Dissolved,OsO5(2-),+8,-93250.0,-390.158,"""Hyperosmate"" ion, orange-yellow"
13_Osmium.md,Osmium,Osmium,Gaseous,OsO4,+8,-67900.0,-284.0936,"Osmium tetroxide, colourless"
13_Palladium.md,Palladium,Palladium,Solid,Pd2H,-0.5,1097.0,4.5898,Palladium alpha-hydride
13_Palladium.md,Palladium,Palladium,Solid,Pd,0,0.0,0.0,"Palladium, white, f.c.cub."
13_Palladium.md,Palladium,Palladium,Solid,PdO hydr. (a),+2,-15310.0,-64.057,"Hydrated palladium oxide or palladous hydroxide Pd(OH)2, brown to yellow"
13_Palladium.md,Palladium,Palladium,Solid,PdO (b),+2,-14400.0,-60.2496,"Palladous oxide, grey, quad."
13_Palladium.md,Palladium,Palladium,Solid,PdO2 hydr.,+4,-12820.0,-53.6389,"Hydrated palladic oxide or palladic hydroxide Pd(OH)4, brown"
13_Palladium.md,Palladium,Palladium,Solid,PdO3,+6,21000.0,87.864,Palladium peroxide
13_Palladium.md,Palladium,Palladium,Dissolved,Pd(2+),+2,45500.0,190.372,"Palladous ion, red-brown"
13_Platinum.md,Platinum,Platinum,Solid,Pt,0,0.0,0.0,"Platinum, white, f.c.cub."
13_Platinum.md,Platinum,Platinum,Solid,PtO hydr.,+2,-31000.0,-129.704,"Hydrated oxide PtO.H2O or platinous hydroxide Pt(OH)2, black"
13_Platinum.md,Platinum,Platinum,Solid,PtO2 hydr.,+4,-20000.0,-83.68,"Hydrated platinic oxide PtO2.xH2O, brown"
13_Platinum.md,Platinum,Platinum,Solid,PtO3 hydr.,+6,-16000.0,-66.944,"Hydrated perplatinic oxide PtO3.xH2O, yellow"
13_Platinum.md,Platinum,Platinum,Dissolved,Pt(2+),+2,-800.0,-3.3472,Platinous ion
13_Rhodium.md,Rhodium,Rhodium,Solid,Rh,0,0.0,0.0,"Rhodium, grey-white, cubic"
13_Rhodium.md,Rhodium,Rhodium,Solid,Rh2O,+1,-20000.0,-83.68,"Rhodium sub-oxide, light grey"
13_Rhodium.md,Rhodium,Rhodium,Solid,RhO,+2,-18000.0,-75.312,"Rhodous oxide, grey"
13_Rhodium.md,Rhodium,Rhodium,Solid,Rh2O3,+3,-152500.0,-638.06,"Rhodium sesquioxide, grey black, rhombohedral"
13_Rhodium.md,Rhodium,Rhodium,Solid (hydrated),Rh2O3 · 5H2O,+3,,,"Hydrated rhodium sesquioxide, light yellow"
13_Rhodium.md,Rhodium,Rhodium,Solid,RhO2,+4,-10000.0,-41.84,"Rhodic oxide, yellow-brown to brown-black"
13_Rhodium.md,Rhodium,Rhodium,Solid (hydrated),RhO2 · 2H2O,+4,,,"Hydrated rhodic oxide, dark green"
13_Rhodium.md,Rhodium,Rhodium,Dissolved,Rh(+),+1,-1000.0,-4.184,Hyporhodous ion
13_Rhodium.md,Rhodium,Rhodium,Dissolved,Rh(2+),+2,28000.0,117.152,Rhodous ion
13_Rhodium.md,Rhodium,Rhodium,Dissolved,Rh(3+),+3,28000.0,117.152,Rhodic ion
13_Rhodium.md,Rhodium,Rhodium,Dissolved,RhO4(2-),+6,-1000.0,-4.184,"Rhodate ion, dark purple"
13_Ruthenium.md,Ruthenium,Ruthenium,Solid,Ru,0,0.0,0.0,"Ruthenium, silvery grey, hex."
13_Ruthenium.md,Ruthenium,Ruthenium,Solid,Ru2O3 hydr.,+3,-9100.0,-38.0744,"Hydrated ruthenium sesquioxide Ru2O3·3H2O or Ru(OH)3, black"
13_Ruthenium.md,Ruthenium,Ruthenium,Solid,RuO2 hydr.,+4,-101000.0,-422.584,"Hydrated ruthenic oxide RuO2·2H2O or ruthenic hydroxide Ru(OH)4, black"
13_Ruthenium.md,Ruthenium,Ruthenium,Solid,RuO4,+8,-26000.0,-108.784,"Ruthenium tetroxide, yellow"
13_Ruthenium.md,Ruthenium,Ruthenium,Dissolved,RuO4(2-),+6,-61000.0,-255.224,"Ruthenate ion, orange"
13_Ruthenium.md,Ruthenium,Ruthenium,Dissolved,RuO4(-),+7,-18000.0,-75.312,"Perruthenate ion, green"
13_Ruthenium.md,Ruthenium,Ruthenium,Dissolved,H2RuO5,+8,-81000.0,-338.904,"Hyperruthenic acid, golden yellow"
13_Ruthenium.md,Ruthenium,Ruthenium,Dissolved,HRuO5(-),+8,-66300.0,-277.3992,"Dihyperruthenate ion, golden yellow"
14_Copper.md,Copper,Copper,Solid,Cu,0,0.0,0.0,"Copper, red, cubic"
14_Copper.md,Copper,Copper,Solid,Cu2O,+1,-31980.0,-133.8043,"Cuprous oxide or oxydule, red, cubic"
14_Copper.md,Copper,Copper,Solid,CuO,+2,-30400.0,-127.1936,"Cupric oxide, black, monoclinic or cubic"
14_Copper.md,Copper,Copper,Solid,Cu(OH)2,+2,-85300.0,-356.8952,"Hydrated cupric oxide or cupric hydroxide Cu(OH)2, light blue"
14_Copper.md,Copper,Copper,Dissolved,Cu(+),+1,12000.0,50.208,"Cuprous ion, colourless"
14_Copper.md,Copper,Copper,Dissolved,Cu(2+),+2,15530.0,64.9775,"Cupric ion, light blue"
14_Copper.md,Copper,Copper,Dissolved,HCuO2(-),+2,-61420.0,-256.9813,"Bicuprite ion, blue"
14_Copper.md,Copper,Copper,Dissolved,CuO2(2-),+2,-43500.0,-182.004,"Cuprite ion, blue"
14_Copper.md,Copper,Copper,Gaseous,CuH,-1,10000.0,41.84,Hydride
14_Gold.md,Gold,Gold,Solid,Au,0,0.0,0.0,"Gold, yellow, f.c.cub."
14_Gold.md,Gold,Gold,Solid,Au2O3·H2O,+III,,,"Hydrated auric oxide or hydroxide Au(OH)3, rust-brown"
14_Gold.md,Gold,Gold,Solid,Au2O3,+III,39000.0,163.176,"Anhydrous auric oxide, brown-black"
14_Gold.md,Gold,Gold,Dissolved,Au(+),+I,39000.0,163.176,Aurous ion
14_Gold.md,Gold,Gold,Dissolved,Au(3+),+III,103000.0,430.952,Auric ion
14_Gold.md,Gold,Gold,Dissolved,H3AuO3,+III,-61800.0,-258.5712,Auric acid
14_Gold.md,Gold,Gold,Dissolved,H2AuO3(-),+III,-18500.0,-77.404,Monoaurate ion
14_Gold.md,Gold,Gold,Dissolved,HAuO3(2-),+III,-27600.0,-115.4784,Diaurate ion
14_Silver.md,Silver,Silver,Solid,Ag,0,0.0,0.0,"Silver, grey, cub."
14_Silver.md,Silver,Silver,Solid,Ag2O,+1,-2586.0,-10.8198,"Argentous oxide, brown-black, cub."
14_Silver.md,Silver,Silver,Dissolved,Ag(+),+1,18430.0,77.1111,"Argentous ion, colourless"
14_Silver.md,Silver,Silver,Dissolved,AgO(-),+1,-100.0,-0.4184,Argentite ion
15_Cadmium.md,Cadmium,Cadmium,Solid,Cd,0,0.0,0.0,"alpha-Cadmium, grey, hex."
15_Cadmium.md,Cadmium,Cadmium,Solid,CdO,+2,-53790.0,-225.0574,"Cadmium oxide, brown, cub."
15_Cadmium.md,Cadmium,Cadmium,Solid,Cd(OH)2 (inactive),+2,-113130.0,-473.3359,"Inactive cadmium hydroxide, white, rhomb."
15_Cadmium.md,Cadmium,Cadmium,Solid,Cd(OH)2 (active),+2,-112340.0,-470.0306,"Active cadmium hydroxide, white"
15_Cadmium.md,Cadmium,Cadmium,Dissolved,Cd2+,+2,-18580.0,-77.7387,"Cadmous ion, colourless"
15_Cadmium.md,Cadmium,Cadmium,Dissolved,HCdO2(-),+2,-56440.0,-236.145,"Bicadmite ion, colourless"
15_Cadmium.md,Cadmium,Cadmium,Gaseous,CdH2,-2,,,Cadmium hydride
15_Mercury.md,Mercury,Mercury,Liquid,Hg,0,0.0,0.0,"Mercury, silvery grey"
15_Mercury.md,Mercury,Mercury,Solid,HgO (red),+2,-13100.0,-54.8104,"Mercuric oxide, red, orthorhombic"
15_Mercury.md,Mercury,Mercury,Solid,HgO (yellow),+2,-13959.0,-58.4045,"Mercuric oxide, yellow, orthorhombic"
15_Mercury.md,Mercury,Mercury,Dissolved,Hg2(2+),+1,36150.0,151.2516,"Mercurous ion, colourless"
15_Mercury.md,Mercury,Mercury,Dissolved,Hg(2+),+2,31380.0,131.2939,"Mercuric ion, colourless"
15_Mercury.md,Mercury,Mercury,Dissolved,Hg(OH)2,+2,-67000.0,-280.328,Mercuric hydroxide
15_Mercury.md,Mercury,Mercury,Dissolved,HgO2(2-),+2,-112120.0,-469.1101,Mercurate ion
15_Mercury.md,Mercury,Mercury,Gaseous,HgH,-1,-52000.0,-217.568,Mercurous hydride
15_Zinc.md,Zinc,Zinc,Solid,Zn,0,0.0,0.0,"Zinc, silvery white, hex."
15_Zinc.md,Zinc,Zinc,Solid,ZnO,+2,-76160.0,-318.6534,"Zinc oxide, white"
15_Zinc.md,Zinc,Zinc,Solid,ZnO (inactive),+2,-78760.0,-329.5318,"Inactive zinc oxide, white"
15_Zinc.md,Zinc,Zinc,Solid,Zn(OH)2 (epsilon),+2,-133626.0,-559.0912,"Zinc hydroxide, epsilon-Zn(OH)2, white"
15_Zinc.md,Zinc,Zinc,Solid,Zn(OH)2 (gamma),+2,-133313.0,-557.7816,"Zinc hydroxide, gamma-Zn(OH)2, white"
15_Zinc.md,Zinc,Zinc,Solid,Zn(OH)2 (beta),+2,-133135.0,-557.0368,"Zinc hydroxide, beta-Zn(OH)2, white"
15_Zinc.md,Zinc,Zinc,Solid,Zn(OH)2 (alpha),+2,-133936.0,-560.3882,"Zinc hydroxide, alpha-Zn(OH)2, white, hex."
15_Zinc.md,Zinc,Zinc,Solid,Zn(OH)2 (amorphous),+2,-131854.0,-551.6771,"Zinc hydroxide, Zn(OH)2, white, amorphous"
15_Zinc.md,Zinc,Zinc,Solid,ZnO (active),+2,-77500.0,-324.26,"Active zinc oxide, white"
15_Zinc.md,Zinc,Zinc,Dissolved,Zn(2+),+2,-35184.0,-147.2099,"Zincic ion, colourless"
15_Zinc.md,Zinc,Zinc,Dissolved,ZnOH(+),+2,-70000.0,-292.88,"Zincyl ion, colourless"
15_Zinc.md,Zinc,Zinc,Dissolved,HZnO2(-),+2,-109300.0,-457.3112,"Bizincate ion, colourless"
15_Zinc.md,Zinc,Zinc,Dissolved,ZnO2(2-),+2,-103000.0,-430.952,"Zincate ion, colourless"
16_Gallium.md,Gallium,Gallium,Solid,Ga,0,0.0,0.0,"Gallium, grey-white, rhomb."
16_Gallium.md,Gallium,Gallium,Solid,Ga2O,+1,-75200.0,-314.6368,"Sub-oxide, brown-black"
16_Gallium.md,Gallium,Gallium,Solid,Ga2O3(anh.alpha),+3,-237200.0,-992.4448,"alpha-Sesquioxide, white, rhomb."
16_Gallium.md,Gallium,Gallium,Solid,Ga2O3(hydr.),+3,-227930.0,-953.6591,"Trihydrated oxide or hydroxide Ga(OH)3, white"
16_Gallium.md,Gallium,Gallium,Dissolved,Ga(+),+1,-21000.0,-87.864,"Gallous ion, colourless"
16_Gallium.md,Gallium,Gallium,Dissolved,Ga(3+),+3,-36600.0,-153.1344,"Gallic ion, colourless"
16_Gallium.md,Gallium,Gallium,Dissolved,GaOH(2+),+3,-89800.0,-375.7232,"Gallyl ion, colourless"
16_Gallium.md,Gallium,Gallium,Dissolved,GaO(+),+3,-85400.0,-357.3136,"Gallyl ion, colourless"
16_Gallium.md,Gallium,Gallium,Dissolved,GaO2(-),+3,-121300.0,-507.5192,"Gallate ion, colourless"
16_Gallium.md,Gallium,Gallium,Dissolved,HGaO3(2-),+3,-164000.0,-686.176,"Bigallate ion, colourless"
16_Gallium.md,Gallium,Gallium,Dissolved,GaO3(3-),+3,-148000.0,-619.232,"Gallate ion, colourless"
16_Indium.md,Indium,Indium,Solid,In,0,0.0,0.0,"Indium, silvery white, f.c. quad."
16_Indium.md,Indium,Indium,Solid,In2O3(anhyd.),+3,-196400.0,-821.7376,"Sesquioxide, pale yellow, cubic, amorphous"
16_Indium.md,Indium,Indium,Solid,In2O3(hydr.),+3,-193930.0,-811.4031,"Trihydrated oxide or hydroxide In(OH)3, white"
16_Indium.md,Indium,Indium,Dissolved,In(+),+1,-3200.0,-13.3888,Hypoindous ion
16_Indium.md,Indium,Indium,Dissolved,In(2+),+2,-12400.0,-51.8816,Indous ion
16_Indium.md,Indium,Indium,Dissolved,In(3+),+3,-23700.0,-99.1608,"Indic ion, colourless"
16_Indium.md,Indium,Indium,Dissolved,InO2(-),+3,-104000.0,-435.136,Indate ion
16_Indium.md,Indium,Indium,Gaseous,InH,-1,45000.0,188.28,Hydride
16_Thallium.md,Thallium,Thallium,Solid,Tl,0,0.0,0.0,"Thallium, bluish-white, hex."
16_Thallium.md,Thallium,Thallium,Solid,Tl2O(hydr.),+1,,,"Hydrated oxide or hydroxide TlOH, light yellow, rhomb."
16_Thallium.md,Thallium,Thallium,Solid,Tl2O(anhydr.),+1,,,"Anhydrous oxide, reddish, cub."
16_Thallium.md,Thallium,Thallium,Solid,Tl2O3(hydr.),+3,,,"Hydrated sesquioxide or hydroxide Tl(OH)3, brown, hex."
16_Thallium.md,Thallium,Thallium,Solid,Tl2O3(anhydr.),+3,,,"Anhydrous sesquioxide, brown or black, hex."
16_Thallium.md,Thallium,Thallium,Dissolved,Tl(+),+1,-7755.0,-32.4469,"Thallous ion, colourless"
16_Thallium.md,Thallium,Thallium,Dissolved,Tl(3+),+3,50000.0,209.2,Thallic ion
16_Thallium.md,Thallium,Thallium,Gaseous,TlH,-1,43000.0,179.912,Hydride
17_Carbon.md,Carbon,Carbon,Solid,C(graphite),0,0.0,0.0,"Graphite, shiny black, hex."
17_Carbon.md,Carbon,Carbon,Dissolved,CH3OH,-2,-41700.0,-174.4728,"Methanol or methyl alcohol, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,HCHO,0,-31000.0,-129.704,"Methanal or formaldehyde, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,HCOOH,+2,-85100.0,-356.0584,"Formic acid, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,HCOO(-),+2,-80000.0,-334.72,"Formate ion, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,C2O4H2,+3,-166800.0,-697.8912,"Oxalic acid, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,HC2O4(-),+3,-165120.0,-690.8621,"Acid oxalate ion, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,C2O4(2-),+3,-159400.0,-666.9296,"Oxalate ion, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,H2CO3,+4,-149000.0,-623.416,Carbonic acid
17_Carbon.md,Carbon,Carbon,Dissolved,HCO3(-),+4,-140310.0,-587.057,"Bicarbonate ion, colourless"
17_Carbon.md,Carbon,Carbon,Dissolved,CO3(2-),+4,-126220.0,-528.1045,"Carbonate ion, colourless"
17_Carbon.md,Carbon,Carbon,Gaseous,CH4,-4,-12140.0,-50.7938,"Methane, colourless"
17_Carbon.md,Carbon,Carbon,Gaseous,CO,+2,-32807.9,-137.2683,"Carbon monoxide, colourless"
17_Carbon.md,Carbon,Carbon,Gaseous,CO2,+4,-94259.8,-394.383,"Carbon dioxide, colourless"
17_Germanium.md,Germanium,Germanium,Solid,Ge,0,0.0,0.0,"Germanium, grey-white, cubic"
17_Germanium.md,Germanium,Germanium,Solid,GeO(hyd.brown),+2,,,"Hydrous germanous oxide, brown"
17_Germanium.md,Germanium,Germanium,Solid,GeO(hyd.yellow),+2,,,"Hydrous germanous oxide, yellow"
17_Germanium.md,Germanium,Germanium,Solid,GeO2(quadratic),+4,,,"Insoluble germanic oxide, white, quadratic"
17_Germanium.md,Germanium,Germanium,Solid,GeO2(hexagonal),+4,,,"Precipitated germanic oxide, white, hexagonal"
17_Germanium.md,Germanium,Germanium,Dissolved,Ge(2+),+2,0.0,0.0,Germanous ion
