file,element,sub_element,phase,species,oxidation_state,mu0_cal,mu0_kJ,name
6_Erbium.md,Erbium,Erbium,Solid,Er2O3,+3,,,Erbium sesquioxide
6_Erbium.md,Erbium,Erbium,Dissolved,Er3+,+3,,,Erbium ion
6_Europium.md,Europium,Europium,Solid,Eu,0,0.0,0.0,Europium
6_Europium.md,Europium,Europium,Solid,Eu2O3,+3,,,Europium sesquioxide
6_Europium.md,Europium,Europium,Dissolved,Eu++,+2,,,Europous ion
6_Europium.md,Europium,Europium,Dissolved,Eu+++,+3,,,Europium ion
6_Gadolinium.md,Gadolinium,Gadolinium,Solid,Gd,0,0.0,0.0,Gadolinium
6_Gadolinium.md,Gadolinium,Gadolinium,Solid,Gd2O3,+3,-411000.0,-1719.624,Gadolinium oxide
6_Gadolinium.md,Gadolinium,Gadolinium,Dissolved,Gd+++,+3,-158200.0,-661.9088,Gadolinium ion
6_Holmium.md,Holmium,Holmium,Solid,Ho,0,0.0,0.0,Holmium
6_Holmium.md,Holmium,Holmium,Solid,Ho2O3,+3,,,Holmium oxide
6_Holmium.md,Holmium,Holmium,Dissolved,Ho3+,+3,,,Holmic ion
6_LanthanidesOverview.md,LanthanidesOverview,Lanthanum,Solid,La,0,0.0,0.0,"Lanthanum, white, hex. or f.c. cub."
6_LanthanidesOverview.md,LanthanidesOverview,Lanthanum,Solid,La(OH)3,+3,-313200.0,-1310.4288,"Hydroxide, white, amorphous"
6_LanthanidesOverview.md,LanthanidesOverview,Lanthanum,Solid,La2O3 anh.,+3,-426900.0,-1786.1496,"Oxide, white, rhomb. or cub."
6_LanthanidesOverview.md,LanthanidesOverview,Lanthanum,Dissolved,La+++,+3,-170700.0,-714.2088,"Lanthanum ion, colourless"
6_LanthanidesOverview.md,LanthanidesOverview,Cerium,Solid,Ce,0,0.0,0.0,"Cerium, grey, hex. or f.c. cub."
6_LanthanidesOverview.md,LanthanidesOverview,Cerium,Solid,Ce2O3 hydr.,+3,-453190.0,-1896.147,"Cerous hydroxide, grey-green"
6_LanthanidesOverview.md,LanthanidesOverview,Cerium,Solid,CeO2,+4,-219000.0,-916.296,"Ceric oxide, light yellow, cub."
6_LanthanidesOverview.md,LanthanidesOverview,Cerium,Dissolved,Ce+++,+3,-171750.0,-718.602,"Cerous ion, colourless"
6_LanthanidesOverview.md,LanthanidesOverview,Cerium,Dissolved,Ce(OH)+++,+4,-188900.0,-790.3576,"Ceric ion, yellow"
6_LanthanidesOverview.md,LanthanidesOverview,Cerium,Dissolved,Ce(OH)4,+4,-245200.0,-1025.9168,"Ceric ion, orange"
6_LanthanidesOverview.md,LanthanidesOverview,Praseodymium,Solid,Pr,0,0.0,0.0,"Praseodymium, pale yellow, hex. or f.c. cub."
6_LanthanidesOverview.md,LanthanidesOverview,Praseodymium,Solid,Pr2O3 hydr.,+3,-449330.0,-1879.9967,Hydroxide
6_LanthanidesOverview.md,LanthanidesOverview,Praseodymium,Solid,Pr2O3 anh.,+3,-423100.0,-1770.2504,"Sesquioxide, yellow-green, rhomb. or cub."
6_LanthanidesOverview.md,LanthanidesOverview,Praseodymium,Solid,PrO2,+4,-220000.0,-920.48,"Dioxide, black, cub."
6_LanthanidesOverview.md,LanthanidesOverview,Praseodymium,Dissolved,Pr+++,+3,-170300.0,-712.5352,"Praseodymous ion, green"
6_LanthanidesOverview.md,LanthanidesOverview,Praseodymium,Dissolved,Pr++++,+4,-104150.0,-435.7636,Praseodymic ion
6_LanthanidesOverview.md,LanthanidesOverview,Neodymium,Solid,Nd,0,0.0,0.0,"Neodymium, light yellow, hex."
6_LanthanidesOverview.md,LanthanidesOverview,Neodymium,Solid,Nd2O3 hydr.,+3,-448530.0,-1876.6495,Hydroxide
6_LanthanidesOverview.md,LanthanidesOverview,Neodymium,Solid,Nd2O3 anh.,+3,-420600.0,-1759.7904,"Oxide, light blue, rhomb. or cub."
6_LanthanidesOverview.md,LanthanidesOverview,Neodymium,Dissolved,Nd+++,+3,-168200.0,-703.7488,"Neodymium ion, purplish pink"
6_LanthanidesOverview.md,LanthanidesOverview,Promethium,Solid,Pm,0,0.0,0.0,Promethium
6_LanthanidesOverview.md,LanthanidesOverview,Promethium,Solid,Pm2O3 hydr.,+3,-447930.0,-1874.1391,Hydroxide
6_LanthanidesOverview.md,LanthanidesOverview,Promethium,Dissolved,Pm+++,+3,-167600.0,-701.2384,Promethium ion
6_LanthanidesOverview.md,LanthanidesOverview,Samarium,Solid,Sm,0,0.0,0.0,"Samarium, light grey, rhomb. or hex."
6_LanthanidesOverview.md,LanthanidesOverview,Samarium,Solid,Sm2O3 hydr.,+3,-447330.0,-1871.6287,"Hydroxide, light yellow"
6_LanthanidesOverview.md,LanthanidesOverview,Samarium,Dissolved,Sm++,+2,-143940.0,-602.245,Samarous ion
6_LanthanidesOverview.md,LanthanidesOverview,Samarium,Dissolved,Sm+++,+3,-167000.0,-698.728,Samaric ion
6_LanthanidesOverview.md,LanthanidesOverview,Europium,Solid,Eu,0,0.0,0.0,"Europium, steel grey, b.c. cub."
6_LanthanidesOverview.md,LanthanidesOverview,Europium,Solid,Eu2O3 hydr.,+3,-445930.0,-1865.7711,"Hydroxide, pale pink"
6_LanthanidesOverview.md,LanthanidesOverview,Europium,Dissolved,Eu++,+2,-156600.0,-655.2144,Europous ion
6_LanthanidesOverview.md,LanthanidesOverview,Europium,Dissolved,Eu+++,+3,-166500.0,-696.636,"Europic ion, pink"
6_LanthanidesOverview.md,LanthanidesOverview,Gadolinium,Solid,Gd,0,0.0,0.0,"Gadolinium, hex."
6_LanthanidesOverview.md,LanthanidesOverview,Gadolinium,Solid,Gd2O3 hydr.,+3,-445930.0,-1865.7711,"Hydroxide, white, amorphous"
6_LanthanidesOverview.md,LanthanidesOverview,Gadolinium,Solid,Gd2O3 anh.,+3,-418000.0,-1748.912,"Oxide, grey, cub."
6_LanthanidesOverview.md,LanthanidesOverview,Gadolinium,Dissolved,Gd+++,+3,-168800.0,-706.2592,Gadolinium ion
6_LanthanidesOverview.md,LanthanidesOverview,Terbium,Solid,Tb,0,0.0,0.0,"Terbium, grey-blue, hex."
6_LanthanidesOverview.md,LanthanidesOverview,Terbium,Solid,Tb2O3 hydr.,+3,-441430.0,-1846.9431,"Hydroxide, white, cub."
6_LanthanidesOverview.md,LanthanidesOverview,Terbium,Dissolved,Tb+++,+3,-165400.0,-692.0336,Terbium ion
6_LanthanidesOverview.md,LanthanidesOverview,Dysprosium,Solid,Dy,0,0.0,0.0,"Dysprosium, hex."
6_LanthanidesOverview.md,LanthanidesOverview,Dysprosium,Solid,Dy2O3 hydr.,+3,-440730.0,-1844.0143,"Hydroxide, white, cub."
6_LanthanidesOverview.md,LanthanidesOverview,Dysprosium,Dissolved,Dy+++,+3,-162800.0,-681.1552,Dysprosium ion
6_LanthanidesOverview.md,LanthanidesOverview,Holmium,Solid,Ho,0,0.0,0.0,"Holmium, hex."
6_LanthanidesOverview.md,LanthanidesOverview,Holmium,Solid,Ho2O3 hydr.,+3,-438130.0,-1833.1359,Hydroxide
6_LanthanidesOverview.md,LanthanidesOverview,Holmium,Dissolved,Ho+++,+3,-160400.0,-671.1136,"Holmium ion, light yellow"
6_Lanthanum.md,Lanthanum,Lanthanum,Solid,La,0,0.0,0.0,Lanthanum
6_Lanthanum.md,Lanthanum,Lanthanum,Solid,La2O3 hydr.,+3,,,Lanthanum hydroxide
6_Lanthanum.md,Lanthanum,Lanthanum,Dissolved,La3+,+3,,,Lanthanum ion
6_Lutetium.md,Lutetium,Lutetium,Solid,Lu,0,0.0,0.0,Lutetium
6_Lutetium.md,Lutetium,Lutetium,Solid,Lu(OH)3,+3,-234800.0,-982.4032,Lutetium hydroxide
6_Lutetium.md,Lutetium,Lutetium,Dissolved,Lu3+,+3,-163400.0,-683.6656,Lutetium ion
6_Neodymium.md,Neodymium,Neodymium,Solid,Nd,0,0.0,0.0,Neodymium
6_Neodymium.md,Neodymium,Neodymium,Solid,Nd2O3,+3,,,Neodymium(III) oxide
6_Neodymium.md,Neodymium,Neodymium,Dissolved,Nd3+,+3,,,Neodymium ion
6_Praseodymium.md,Praseodymium,Praseodymium,Solid,Pr,0,0.0,0.0,Praseodymium
6_Praseodymium.md,Praseodymium,Praseodymium,Dissolved,Pr3+,+3,,,Praseodymous ion
6_Praseodymium.md,Praseodymium,Praseodymium,Dissolved,Pr4+,+4,,,Praseodymic ion
6_Promethium.md,Promethium,Promethium,Solid,Pm,0,0.0,0.0,Promethium
6_Promethium.md,Promethium,Promethium,Solid,Pm2O3,+3,,,Promethium(III) oxide
6_Promethium.md,Promethium,Promethium,Dissolved,Pm3+,+3,,,Promethium ion
6_Samarium.md,Samarium,Samarium,Solid,Sm,0,0.0,0.0,Samarium
6_Samarium.md,Samarium,Samarium,Solid,Sm2O3,+3,,,Samarium sesquioxide
6_Samarium.md,Samarium,Samarium,Dissolved,Sm++,+2,,,Samarium(II) ion
6_Samarium.md,Samarium,Samarium,Dissolved,Sm+++,+3,,,Samarium(III) ion
6_Terbium.md,Terbium,Terbium,Solid,Tb,0,0.0,0.0,Terbium
6_Terbium.md,Terbium,Terbium,Solid,Tb2O3,+3,,,Terbium sesquioxide
6_Terbium.md,Terbium,Terbium,Dissolved,Tb+++,+3,,,Terbic ion
6_Thulium.md,Thulium,Thulium,Solid,Tm,0,0.0,0.0,Thulium
6_Thulium.md,Thulium,Thulium,Solid,Tm2O3,+3,,,Thulium(III) oxide
6_Thulium.md,Thulium,Thulium,Dissolved,Tm3+,+3,,,Thulium ion
6_Ytterbium.md,Ytterbium,Ytterbium,Solid,Yb,0,0.0,0.0,Ytterbium
6_Ytterbium.md,Ytterbium,Ytterbium,Solid,Yb(OH)3,+3,,,Ytterbium hydroxide
6_Ytterbium.md,Ytterbium,Ytterbium,Dissolved,Yb3+,+3,,,Ytterbium ion
7_ActinidesOverview.md,ActinidesOverview,Thorium,Solid,Th,0,0.0,0.0,"Thorium, silvery white, cub."
7_ActinidesOverview.md,ActinidesOverview,Thorium,Solid,ThO2 (anh.),+4,-278400.0,-1164.8256,"Thorium dioxide, cub."
7_ActinidesOverview.md,ActinidesOverview,Thorium,Solid,ThO2 (hydr.),+4,-266620.0,-1115.5381,"Thorium hydroxide, Th(OH)4"
7_ActinidesOverview.md,ActinidesOverview,Thorium,Dissolved,Th4+,+4,-175200.0,-733.0368,Thoric ion
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,UH3,-3,-17100.0,-71.5464,"Uranium hydride, grey-brown, cub."
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,U,0,0.0,0.0,"Uranium, light grey, orthorh."
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,UO,+2,-123000.0,-514.632,"Uranium monoxide, grey, f.c.cub."
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,U2O3 (hydr.),+3,-306330.0,-1281.6847,"Hypouranous hydroxide, U(OH)3, brown"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,UO2 (anh.),+4,-238220.0,-996.7125,"Uranous oxide, black oxide, orthorhombic"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,UO2 (hydr.),+4,-236310.0,-988.721,"Uranous hydroxide, U(OH)4, green"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,UO3 (hydr.),+6,-285460.0,-1194.3646,"Monohydrated uranic oxide, UO3.H2O, yellow-orange, amorphous or orthorhombic"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Solid,UO3 (anh.),+6,-273000.0,-1142.232,"Uranic oxide, yellow-red, rhombic"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Dissolved,U3+,+3,,,"Hypouranous ion, pink or purple"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Dissolved,U4+,+4,-138000.0,-577.392,"Uranous ion, green"
7_ActinidesOverview.md,ActinidesOverview,Uranium,Dissolved,UOH3+,+4,-3500.0,-14.644,Uranous hydroxo ion
7_ActinidesOverview.md,ActinidesOverview,Uranium,Dissolved,UO2(+),+5,-237600.0,-994.1184,Hypouranyl ion
7_ActinidesOverview.md,ActinidesOverview,Uranium,Dissolved,UO2(2+),+6,-236400.0,-989.0976,"Uranyl ion, yellow with green fluorescence"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Solid,Np,0,0.0,0.0,"Neptunium, silvery, orthorhombic"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Solid,Np2O3 (hydr.),+3,,,"Hyponeptunous hydroxide, Np(OH)3"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Solid,NpO2 (anh.),+4,-234000.0,-979.056,"Neptunium dioxide, brown or apple green, f.c.cub."
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Solid,NpO2 (hydr.),+4,-233220.0,-975.7925,"Neptunous hydroxide, Np(OH)4, light brown to olive green"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Solid,Np2O5 (hydr.),+5,-166910.0,-698.3514,"Neptunium dioxyhydroxide, NpO2OH, pale green or grey-blue"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Solid,NpO3 (hydr.),+6,-23610.0,-98.7842,"Neptunium dioxydihydroxide, NpO2(OH)2"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Dissolved,Np3+,+3,-128400.0,-537.2256,"Hyponeptunous ion, pale purple"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Dissolved,Np4+,+4,-121900.0,-510.0296,Neptunous ion
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Dissolved,NpO2(+),+5,-221000.0,-924.664,"Hyponeptunyl ion, blue-green"
7_ActinidesOverview.md,ActinidesOverview,Neptunium,Dissolved,NpO2(2+),+6,-194100.0,-812.1144,"Neptunyl ion, pale pink to yellow-green"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Solid,Pu,0,0.0,0.0,Plutonium
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Solid,PuO2 (anh.),+4,-231000.0,-966.504,"Plutonium dioxide, yellow to yellow-green or dark brown, f.c.cub."
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Solid,PuO2 (hydr.),+4,-226620.0,-948.1781,"Plutonous hydroxide, Pu(OH)4, green"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Solid,Pu2O5 (hydr.),+5,-436110.0,-1824.6842,"Plutonium dioxyhydroxide, PuO2OH"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Solid,PuO3 (hydr.),+6,-222210.0,-929.7266,"Plutonium dioxydihydroxide, PuO2(OH)2"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Dissolved,Pu3+,+3,-140500.0,-587.852,"Hypoplutonous ion, blue (violet in artificial light)"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Dissolved,Pu4+,+4,-118200.0,-494.5488,"Plutonous ion, brown"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Dissolved,PuO2(+),+5,-200900.0,-840.5656,"Hypoplutonyl ion, almost colourless"
7_ActinidesOverview.md,ActinidesOverview,Plutonium,Dissolved,PuO2(2+),+6,-183500.0,-767.764,"Plutonyl ion, light brown"
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,Am,0,0.0,0.0,"Americium, silvery white"
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,Am2O3 (hydr.),+3,-129910.0,-543.5434,"Hypoamericious hydroxide, Am(OH)3"
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,Am2O3 (anh.),+3,-402000.0,-1681.968,"Americium sesquioxide, orange-red, cub."
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,AmO2 (hydr.),+4,-233620.0,-977.4661,"Americious hydroxide, Am(OH)4"
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,AmO2 (anh.),+4,-231000.0,-966.504,"Americium dioxide, black, f.c.cub."
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,Am2O5 (hydr.),+5,-453300.0,-1896.6072,"Americium dioxyhydroxide, AmO2OH"
7_ActinidesOverview.md,ActinidesOverview,Americium,Solid,AmO3 (hydr.),+6,-210510.0,-880.7738,"Americium dioxydihydroxide, AmO2(OH)2"
7_Americium.md,Americium,Americium,Solid,Am,0,0.0,0.0,Americium
7_Americium.md,Americium,Americium,Solid,Am2O3,+3,,,Americium sesquioxide
7_Americium.md,Americium,Americium,Solid,Am(OH)3,+3,,,Americium hydroxide
7_Americium.md,Americium,Americium,Solid,Am(OH)4,+4,,,Americium tetrahydroxide
7_Americium.md,Americium,Americium,Solid,AmO2,+4,,,Americium dioxide
7_Americium.md,Americium,Americium,Solid,Am2O5·H2O,+5,,,Hydrated americium pentoxide
7_Americium.md,Americium,Americium,Solid,AmO3·H2O,+6,,,Hydrated americium trioxide
7_Americium.md,Americium,Americium,Dissolved,Am+++,+3,,,Americium trivalent ion
7_Americium.md,Americium,Americium,Dissolved,Am++++,+4,,,Americium tetravalent ion
7_Americium.md,Americium,Americium,Dissolved,AmO2+,+5,,,Hypoamericyl ion
7_Americium.md,Americium,Americium,Dissolved,AmO2++,+6,,,Americyl ion
7_Neptunium.md,Neptunium,Neptunium,Solid,Np,0,0.0,0.0,Neptunium
7_Neptunium.md,Neptunium,Neptunium,Solid,Np2O3,+3,,,Neptunium sesquioxide
7_Neptunium.md,Neptunium,Neptunium,Dissolved,Np3+,+3,,,Neptunium(III) ion
7_Neptunium.md,Neptunium,Neptunium,Dissolved,Np4+,+4,,,Neptunium(IV) ion
7_Neptunium.md,Neptunium,Neptunium,Dissolved,NpO2(+),+5,,,Neptunyl(V) ion
7_Neptunium.md,Neptunium,Neptunium,Dissolved,Np5+,+5,,,Neptunium(V) ion
7_Plutonium.md,Plutonium,Plutonium,Solid,Pu,0,0.0,0.0,Plutonium
7_Plutonium.md,Plutonium,Plutonium,Solid,Pu2O3,+3,,,Plutonium(III) oxide
7_Plutonium.md,Plutonium,Plutonium,Solid,PuO2,+4,,,Plutonium(IV) oxide
7_Plutonium.md,Plutonium,Plutonium,Dissolved,Pu3+,+3,,,Plutonium(III) ion
7_Plutonium.md,Plutonium,Plutonium,Dissolved,Pu4+,+4,,,Plutonium(IV) ion
7_Plutonium.md,Plutonium,Plutonium,Dissolved,PuO2+,+5,,,Plutonyl(V) ion
7_Plutonium.md,Plutonium,Plutonium,Dissolved,PuO2(2+),+6,,,Plutonyl(VI) ion
7_Thorium.md,Thorium,Thorium,Solid,Th,0,0.0,0.0,Thorium
7_Thorium.md,Thorium,Thorium,Solid,ThO2,+4,,,Thorium dioxide
7_Thorium.md,Thorium,Thorium,Dissolved,Th(4+),+4,,,Thorium ion
7_Uranium.md,Uranium,Uranium,Solid,U,0,0.0,0.0,Uranium
7_Uranium.md,Uranium,Uranium,Solid,U2O3,+3,,,Uranium(III) oxide
7_Uranium.md,Uranium,Uranium,Solid,UO2,+4,,,Uranium dioxide
7_Uranium.md,Uranium,Uranium,Solid,U3O8,+16/3 (mixed),,,Triuranium octoxide
7_Uranium.md,Uranium,Uranium,Solid,UO3,+6,,,Uranium trioxide
7_Uranium.md,Uranium,Uranium,Dissolved,U+++,+3,,,Uranous ion (trivalent)
7_Uranium.md,Uranium,Uranium,Dissolved,U++++,+4,,,Uranic ion (tetravalent)
7_Uranium.md,Uranium,Uranium,Dissolved,UOH+++,+4,,,Uranium hydroxide ion
7_Uranium.md,Uranium,Uranium,Dissolved,UO2+,+5,,,Uranyl(V) ion
7_Uranium.md,Uranium,Uranium,Dissolved,UO2++,+6,,,Uranyl(VI) ion
8_Hafnium.md,Hafnium,Hafnium,Solid,Hf,0,0.0,0.0,"Hafnium, grey, hex."
8_Hafnium.md,Hafnium,Hafnium,Solid,HfO2 hydr.,+4,,,Hafnium oxide HfO2·H2O or HfO(OH)2
8_Hafnium.md,Hafnium,Hafnium,Solid,HfO2 anh.,+4,,,"Hafnium oxide, white, monocl., quad."
8_Hafnium.md,Hafnium,Hafnium,Dissolved,Hf4+,+4,-156800.0,-656.0512,"Hafnic ion, colourless"
8_Hafnium.md,Hafnium,Hafnium,Dissolved,HfO2+,+4,-215700.0,-902.4888,"Hafnyl ion, colourless"
8_Titanium.md,Titanium,Titanium,Solid,Ti,0,0.0,0.0,"Titanium, silvery grey, hex."
8_Titanium.md,Titanium,Titanium,Solid,TiO,+2,-116920.0,-489.1933,"Titanium monoxide, black"
8_Titanium.md,Titanium,Titanium,Solid,Ti2O3 anh.,+3,-342310.0,-1432.225,"Titanium sesquioxide, violet, rhomb."
8_Titanium.md,Titanium,Titanium,Solid,Ti2O3.3H2O,+3,-501940.0,-2100.117,"Hydrated titanium sesquioxide, equivalent to 2Ti(OH)3, violet-black (3)"
8_Titanium.md,Titanium,Titanium,Solid,Ti3O5,+3.33,-553620.0,-2316.3461,Blue oxide
8_Titanium.md,Titanium,Titanium,Solid,TiO2 anh.,+4,-212330.0,-888.3887,"Titanium dioxide or rutile, blue, rhomb."
8_Titanium.md,Titanium,Titanium,Solid,TiO2.H2O,+4,-252990.0,-1058.5102,"Hydrated dioxide TiO2.H2O or metatitanic acid, white (3)"
8_Titanium.md,Titanium,Titanium,Solid,TiO3 hydr. (TiO3.2H2O),+6,,,"Hydrated peroxide TiO3.2H2O, yellow"
8_Titanium.md,Titanium,Titanium,Dissolved,Ti++,+2,-75100.0,-314.2184,"Hypotitanous ion, greenish brown"
8_Titanium.md,Titanium,Titanium,Dissolved,Ti+++,+3,-83600.0,-349.7824,"Titanous ion, violet"
8_Titanium.md,Titanium,Titanium,Dissolved,TiO++,+4,-138000.0,-577.392,"Titanyl ion, colourless"
8_Titanium.md,Titanium,Titanium,Dissolved,HTiO3(-),+4,-228460.0,-955.8766,"Titanate ion, colourless"
8_Titanium.md,Titanium,Titanium,Dissolved,TiO2(2+),+6,-111670.0,-467.2273,"Pertitanyl ion, orange"
8_Zirconium.md,Zirconium,Zirconium,Solid,Zr,0,0.0,0.0,"Zirconium, grey-white, cubic"
8_Zirconium.md,Zirconium,Zirconium,Solid,ZrO2.2H2O,+4,-370000.0,-1548.08,"Hydrated oxide, equivalent to Zr(OH)4, white, amorphous"
8_Zirconium.md,Zirconium,Zirconium,Solid,ZrO2.H2O,+4,-311500.0,-1303.316,"Hydrated oxide, equivalent to ZrO(OH)2, white"
8_Zirconium.md,Zirconium,Zirconium,Solid,ZrO2 anh.,+4,-247700.0,-1036.3768,"Anhydrous oxide ZrO2 or zirconia, white, monoclinic"
8_Zirconium.md,Zirconium,Zirconium,Dissolved,Zr4+,+4,-112000.0,-468.608,"Zirconic ion, colourless"
8_Zirconium.md,Zirconium,Zirconium,Dissolved,ZrO2+,+4,-201500.0,-843.076,"Zirconyl ion, colourless"
8_Zirconium.md,Zirconium,Zirconium,Dissolved,HZrO3(-),+4,-287700.0,-1203.7368,"Zirconate ion, colourless"
9_Niobium.md,Niobium,Niobium,Solid,Nb,0,0.0,0.0,"Niobium, steel grey, rhomb."
9_Niobium.md,Niobium,Niobium,Solid,NbO,+2,-90500.0,-378.652,"Niobium monoxide, grey-black, cub."
9_Niobium.md,Niobium,Niobium,Solid,NbO2,+4,-176000.0,-736.384,"Niobium dioxide, grey-black, quad."
9_Niobium.md,Niobium,Niobium,Solid,Nb2O5,+5,-422000.0,-1765.648,"Niobium pentoxide, white"
9_Tantalum.md,Tantalum,Tantalum,Solid,Ta,0,0.0,0.0,"Tantalum, silvery white, b.c.cub."
9_Tantalum.md,Tantalum,Tantalum,Solid,Ta2O5,+5,-300000.0,-1255.2,"Tantalum pentoxide, white, orthorh."
9_Vanadium.md,Vanadium,Vanadium,Solid,V,0,0.0,0.0,"Vanadium, light grey, b.c.cub."
9_Vanadium.md,Vanadium,Vanadium,Solid,V2O2,+2,-89700.0,-375.3048,"Hypovanadous oxide, light grey, f.c.cub."
9_Vanadium.md,Vanadium,Vanadium,Solid,V2O3,+3,-271000.0,-1133.864,"Vanadous oxide, black, rhomb."
9_Vanadium.md,Vanadium,Vanadium,Solid,V2O4,+4,-318000.0,-1330.512,"Vanadic oxide, blue, quad."
9_Vanadium.md,Vanadium,Vanadium,Solid,V2O5,+5,-344000.0,-1439.296,"Developed vanadium pentoxide, red, orthorh."
9_Vanadium.md,Vanadium,Vanadium,Dissolved,V(2+),+2,-51200.0,-214.2208,"Hypovanadous ion, violet"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,V(3+),+3,-60080.0,-251.3747,"Vanadous ion, green"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,VOH(2+),+3,-112790.0,-471.9134,"Vanadous ion, green"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,VO(+),+3,-107990.0,-451.8302,"Vanadous ion, green"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,VO(2+),+4,-109000.0,-456.056,"Vanadyl ion, blue"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,HVO3(-),+4,-158380.0,-662.6619,? ion
9_Vanadium.md,Vanadium,Vanadium,Dissolved,HV2O5(-),+4,-360650.0,-1508.9596,"Hypovanadate ion, red-brown"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,VO2(+),+5,-142550.0,-596.4292,"Vanadic ion, light yellow"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,H3V2O7(-),+5,-450918.0,-1886.6409,"Pyrovanadate ion, orange"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,H2VO4(-),+5,-248775.0,-1040.8746,"Orthovanadate or metavanadic ion VO3, colourless"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,HVO4(2-),+5,-235800.0,-986.5872,"Orthovanadate ion, colourless"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,VO4(3-),+5,-220125.0,-921.003,"Orthovanadate ion, colourless"
9_Vanadium.md,Vanadium,Vanadium,Dissolved,VO4(-),+7,-203900.0,-853.1176,"Pervanadate ion, colourless"
